dataset,model,regime,seed,test_accuracy,test_accuracy_dedup,test_accuracy_nbr_covered,val_accuracy,epochs_run,split_index
CiteSeer,GCN,density_control,8,0.6759999990463257,0.6759999990463257,0.6759999990463257,0.6600000262260437,107,8
CiteSeer,GCN,inductive,8,0.6660000085830688,0.6660000085830688,0.6660000085830688,0.628000020980835,190,8
CiteSeer,GraphSAGE,transductive,8,0.6840000152587891,0.6840000152587891,0.6840000152587891,0.6499999761581421,106,8
CiteSeer,GraphSAGE,density_control,8,0.6679999828338623,0.6679999828338623,0.6679999828338623,0.6179999709129333,106,8
CiteSeer,GraphSAGE,inductive,8,0.6579999923706055,0.6579999923706055,0.6579999923706055,0.6159999966621399,108,8
CiteSeer,MLP,transductive,8,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5419999957084656,113,8
CiteSeer,MLP,density_control,8,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5419999957084656,113,8
CiteSeer,MLP,inductive,8,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5419999957084656,113,8
CiteSeer,LabelProp,transductive,8,0.3179999887943268,0.3179999887943268,0.3179999887943268,0.3100000023841858,0,8
CiteSeer,LabelProp,density_control,8,0.3179999887943268,0.3179999887943268,0.3179999887943268,0.3100000023841858,0,8
CiteSeer,LabelProp,inductive,8,0.3179999887943268,0.3179999887943268,0.3179999887943268,0.3100000023841858,0,8
CiteSeer,GCN,transductive,9,0.6899999976158142,0.6899999976158142,0.6899999976158142,0.6679999828338623,104,9
CiteSeer,GCN,density_control,9,0.6840000152587891,0.6840000152587891,0.6840000152587891,0.6539999842643738,104,9
CiteSeer,GCN,inductive,9,0.6779999732971191,0.6779999732971191,0.6779999732971191,0.6499999761581421,105,9
CiteSeer,GraphSAGE,transductive,9,0.6800000071525574,0.6800000071525574,0.6800000071525574,0.6679999828338623,281,9
CiteSeer,GraphSAGE,density_control,9,0.6700000166893005,0.6700000166893005,0.6700000166893005,0.6420000195503235,146,9
CiteSeer,GraphSAGE,inductive,9,0.6940000057220459,0.6940000057220459,0.6940000057220459,0.6579999923706055,141,9
CiteSeer,MLP,transductive,9,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5559999942779541,122,9
CiteSeer,MLP,density_control,9,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5559999942779541,122,9
CiteSeer,MLP,inductive,9,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5559999942779541,122,9
CiteSeer,LabelProp,transductive,9,0.29600000381469727,0.29600000381469727,0.29600000381469727,0.3100000023841858,0,9
CiteSeer,LabelProp,density_control,9,0.29600000381469727,0.29600000381469727,0.29600000381469727,0.3100000023841858,0,9
CiteSeer,LabelProp,inductive,9,0.29600000381469727,0.29600000381469727,0.29600000381469727,0.3100000023841858,0,9
